Modelo,P@K,R@K,F1@K,nDCG@K,MAP@K,S@K,SS@K,Diversidad,Novedad
Content-Based (TF-IDF + SVD),0.0001798647417142309,0.000892457261504805,0.00023433631139375345,0.001059829830958429,0.00045064682787115506,1.3094105232864885,0.358784593985323,0.48088637344716767,0.11339152956976353
