alpha,precision,recall,ndcg,map,s_at_k,ss_at_k,diversidad,novedad
0.0,0.005090027700831026,0.05090027700831025,0.025441585413595817,0.017871982588049073,1.5557998614958448,0.1746652816251154,0.7448984302862418,0.1569252077562327
0.1,0.0052285318559556785,0.05228531855955679,0.024551128505179043,0.016344268932565333,1.3258887349953832,0.20069252077562327,0.7956832871652816,0.11233841181902125
0.2,0.005678670360110803,0.05678670360110803,0.027726125185736562,0.019071871015257445,1.0257502308402586,0.3374192059095106,0.7421110341643582,0.07111611265004616
0.3,0.004939981532779318,0.04939981532779317,0.02456100867950299,0.017064797410192147,0.9266851338873501,0.3781971375807941,0.733985457063712,0.06734187442289936
0.5,0.005176592797783934,0.051765927977839334,0.02668896830791598,0.01920918432777851,0.9389716066481995,0.37246075715604804,0.680113111726685,0.10054824561403508
0.8,0.005817174515235457,0.05817174515235457,0.028453727443010536,0.01960252880007035,0.8488631117266853,0.39773199445983376,0.6841759002770083,0.08905817174515236
1.0,0.006099953831948292,0.06099953831948292,0.03135211890452177,0.022432955561418163,0.7361438134810712,0.48546860572483835,0.654772622345337,0.06828831948291783
